Address,Beds,Baths,Square Feet,Property Type,Listing Price
"['530','E','CENTRAL','BOULEVARD,','Orlando,','FL','32801]",2,2,2495,Residential,899000
"['3029','GREENMOUNT','ROAD,','Orlando,','FL','32806]",4,2,1862,Residential,475000
"['46','PEARSON','AVENUE,','Orlando,','FL','32832]",4,4,2247,Residential,713336
"['4592','PHEASANT','RUN','DRIVE,','Orlando,','FL','32808]",2,2,1061,Residential,178000
"['4300','LENOX','BOULEVARD,','Orlando,','FL','32811]",4,2,1662,Residential,310000
"['3315','PARKCHESTER','SQUARE','BOULEVARD,','Orlando,','FL','32835]",3,2,1489,Residential,320000
"['833','DARTMOUTH','STREET,','Orlando,','FL','32804]",4,4,2548,Residential,1129000
"['117','E','CONCORD','STREET,','Orlando,','FL','32801]",3,4,1834,Residential,574900
"['144','MARCONI','STREET,','Orlando,','FL','32832]",3,2,1976,Residential,645990
"['536','W','PAR','STREET,','Orlando,','FL','32804]",2,3,1800,Residential,499900
"['533','EARTHA','LANE,','Orlando,','FL','32805]",2,2,1074,Residential,225000
"['7760','PINEAPPLE','DRIVE,','Orlando,','FL','32835]",3,2,1510,Residential,399900
"['5204','SAPLING','SPROUT','DRIVE,','Orlando,','FL','32829]",3,3,1809,Residential,399000
"['3724','S','LAKE','ORLANDO','PARKWAY,','Orlando,','FL','32808]",4,2,2033,Residential,391000
"['58','LAXNESS','STREET,','Orlando,','FL','32832]",4,3,3192,Residential,836862
"['19342','BANFIELD','PLACE,','Orlando,','FL','32832]",4,3,2712,Residential,747394
"['3807','E','ESTHER','STREET,','Orlando,','FL','32812]",3,2,1666,Residential,359900
"['706','STRATHMORE','DRIVE,','Orlando,','FL','32803]",4,2,1678,Residential,445000
"['4631','RING','NECK','ROAD,','Orlando,','FL','32808]",2,2,960,Residential,174900
"['10774','Pahokee','Beach','Place,','Orlando,','FL','32832]",2,2,1889,SingleFamily,630990
"['5973','Wooden','Pine','Drive,','Orlando,','FL','32829]",3,2,1662,SingleFamily,466990
"['13426','Gabor','Avenue,','Orlando,','FL','32832]",5,5.5,3503,SingleFamily,669990
"['Boggy,'Creek','Road,','Orlando,','FL','32832]",4,4.5,3630,SingleFamily,789990
"['13426','Gabor','Avenue,','Orlando,','FL','32832]",4,3,1855,MultiFamily,395990
"['13426','Gabor','Avenue,','Orlando,','FL','32832]",4,3.5,1789,SingleFamily,499990
"['11087','Leafshore','Loop,','Orlando,','FL','32829]",3,2.5,1652,MultiFamily,399990
"['13426','Gabor','Avenue,','Orlando,','FL','32832]",3,2,1739,SingleFamily,494990
"['7038','','Cadiz','Blvd','Orlando']",3,3,1672,Townhouse,429900
"['11818','Kipper','Dr','Orlando']",3,3,1720,Townhouse,480000
"['3522','Shallot','Dr','#105','Orlando']",3,3,1682,Townhouse,354999
"['3320','Hargill','Dr','Orlando']",3,2,1244,Residential,415000
"['919','Mayfair','Cir','Orlando']",2,1,1260,Residential,395000
"['1638','Mount','Vernon','St','Orlando']",3,2,1316,Residential,514900
"['320','Lakeview','St','#107','Orlando']",1,1,644,Condominium,150000
"['1602','Page','Ave','Orlando']",4,3,2139,Residential,610000
"['11859','Gennaro','Ln','Orlando']",3,2,2005,Residential,649000
"['4518','Commander','Dr','#1922','Orlando']",3,2,1253,Condominium,173900
"['727','Hayden','Ln','#727','Orlando']",2,1,1296,Condominium,285000
"['5501','Rosebriar','Way','#201','Orlando']",1,1,580,Condominium,139900
"['151','E','Washington','St','#3C','Orlando']",2,2,1785,Condominium,499000
"['151','E','Washington','St','#504','Orlando']",2,2,1392,Condominium,250000
"['5086','Ernst','Ct','#35','Orlando']",2,3,1230,Townhouse,360000
"['1907','Illinois','St','Orlando']",5,4,2848,Residential,1200000
"['730','Briercliff','Dr','Orlando']",3,2,1620,Residential,499900
"['2753','L','B','Mcleod','Road','2753','#2753','','A','Orlando']",2,2,992,Condominium,95000
"['4222','Lake','Underhill','Rd','#C','Orlando']",2,2,1400,Condominium,239900
"['4443','Prince','Hall','Blvd','Orlando']",3,2,1250,Residential,297000
"['204','E','South','St','#5053','Orlando']",1,1,739,Condominium,240000
"['6643','Hidden','Beach','Cir','Orlando']",4,3,2906,Residential,1450000
"['792','E','Michigan','St','#14','Orlando']",1,1,715,Condominium,140000
"['6648','Time','Square','Ave','#','102','Orlando']",2,3,1548,Condominium,260000
"['1211','Dewey','Ave','Orlando']",3,1,824,Residential,249900
"['14986','Fells','Ln','Orlando']",5,4,4330,Residential,839900
"['1314','Carlsbad','Pl','Orlando']",4,2,1295,Residential,269000
"['3701','Conroy','Rd','#1834','Orlando']",1,1,850,Condominium,175000
"['155','S','Court','Ave','#2004','Orlando']",1,1,715,Condominium,299750
"['5501','Rosebriar','Way','#305','Orlando']",2,1,810,Condominium,170000
"['13342','Panama','Beach','Ct','Orlando']",5,5,3606,Residential,999000
"['2608','Betty','St','Orlando']",2,1,939,Residential,379900
"['6036','Danube','Way','Orlando']",3,1,1044,Residential,289999
"['5447','Vineland','Rd','#1105','Orlando']",2,2,1142,Condominium,249900
"['13831','Briand','Ave','Orlando']",4,4,3443,Residential,1026000
"['9738','Old','Patina','Way','Orlando']",3,3,2533,Residential,499900
"['4185','Versailles','Dr','#4185G','Orlando']",2,2,1165,Condominium,165000
"['3030','Cottage','Grove','Ct','#1909','Orlando']",2,2,1305,Condominium,254900
"['784','E','Michigan','St','#25','Orlando']",2,2,1116,Condominium,219900
"['7521','Laureate','Blvd','#5207','Orlando']",3,2,1805,Condominium,484900
"['7521','Laureate','Blvd','#5306','Orlando']",2,2,1549,Condominium,464900
"['3362','Robert','Trent','Jones','Dr','#101','Orlando']",3,2,1962,Condominium,379000
"['7521','Laureate','Boulevard','#','5306','Orlando']",2,2,1549,MultiFamily,465900
"['7521','Laureate','Boulevard','#','5207','Orlando']",3,2,1805,MultiFamily,485900
"['5170','Cypress','Creek','Dr','#2','Orlando']",3,3,1580,Condominium,349900
"['11918','Xenia','Ln','Orlando']",3,2,1958,Residential,587500
"['1741','Bunkerhill','Ct','#1741','Orlando']",2,2,1018,Condominium,195000
"['4164','Player','Cir','#110','Orlando']",2,3,1437,Condominium,217000
"['8011','Bushmaster','Ave','Orlando']",4,3,2459,Residential,690000
"['7698','Belvoir','Dr','Orlando']",6,3,3890,Residential,745000
"['6159','Metrowest','Blvd','#105','Orlando']",2,2,1124,Condominium,250000
"['5118','City','St','#527','Orlando']",1,1,724,Condominium,169000
"['23','E','Vanderbilt','St','Orlando']",3,2,1577,Residential,479000
"['617','S','Hyer','Ave','Orlando']",4,2,2100,Residential,629900
"['446','Briercliff','Dr','Orlando']",2,2,1172,Residential,479000
"['150','E','Robinson','St','#2901','Orlando']",4,3,3172,Condominium,1799000
"['13856','Granger','Ave','Orlando']",3,3,2241,Residential,650000
"['8438','Gilford','Ln','Orlando']",3,3,1810,Townhouse,549000
"['6518','Hidden','Beach','Cir','Orlando']",3,2,2136,Residential,518000
"['4258','Lake','Underhill','Rd','#D','Orlando']",2,2,1250,Condominium,250000
"['4482','Brooke','St','Orlando']",3,2,1206,Residential,288750
"['5233','Clarion','Hammock','Dr','Orlando']",4,2,1518,Residential,375000
"['10525','Cromwell','Grove','Ter','Orlando']",5,6,4450,Residential,3350000
"['10168','Hartford','Maroon','Rd','Orlando']",3,3,1428,Townhouse,380000
"['4353','Shadow','Crest','Pl','#3','Orlando']",2,2,909,Condominium,220000
"['2743','Ravenall','Ave','Orlando']",4,2,2024,Residential,239900
"['4401','Real','Ct','Orlando']",4,4,2955,Residential,440000
"['12016','Lorenza','Ln','Orlando']",4,3,1994,Townhouse,510000
"['629','Yucatan','Dr','Orlando']",3,2,1050,Residential,309000
"['526','Esther','St','Orlando']",3,2,1184,Residential,385000
"['4177','N','Orange','Blossom','Trl','#303','Orlando']",2,2,1676,Condominium,365000
"['400','E','Colonial','Dr','#306','Orlando']",1,2,799,Condominium,200000
"['4848','Adair','Oak','Dr','Orlando']",4,2,1972,Residential,445000
"['4356','S','Kirkman','Rd','#514','Orlando']",2,2,1042,Condominium,205000
"['1410','Altaloma','Ave','Orlando']",2,2,1260,Residential,315000
"['221','Mc','Jordan','Ave','Orlando']",3,2,1453,Residential,450000
"['4386','Lake','Underhill','Rd','#20','Orlando']",2,2,1250,Condominium,220000
"['5270','San','Paulo','St','Orlando']",3,2,1283,Residential,349999
"['5112','Conroy','Rd','#324','Orlando']",1,1,711,Condominium,165000
"['4118','Dijon','Dr','#4118E','Orlando']",2,2,1165,Condominium,170000
"['2544','Robert','Trent','Jones','Dr','#825','Orlando']",2,1,933,Condominium,185000
"['8529','Corinth','Pointe','Ct','Orlando']",5,4,3130,Residential,795000
"['6037','Scotchwood','Gln','#2','Orlando']",2,3,1343,Townhouse,249000
"['6663','Queens','Borough','Ave','E','#302','Orlando']",4,2,1489,Condominium,239000
"['10757','Pahokee','Beach','Pl','Orlando']",3,2.5,2119,MultiFamily,674900
"['1819','Common','Way','Rd','#27-201','Orlando']",3,2,1801,Condominium,570000
"['14351','Sapelo','Beach','Dr','Orlando']",4,3,1861,Townhouse,489900
"['5489','Caurus','Ct','Orlando']",3,2,1629,Residential,359900
"['3245','Escondido','Dr','Orlando']",4,2,1920,Residential,385000
"['860','N','Orange','Ave','#429','Orlando']",1,1,774,Condominium,235500
"['6428','Winder','Oaks','Blvd','Orlando']",3,2,1608,Residential,509900
"['220','E','Harvard','St','Orlando']",4,2,1724,Residential,725000
"['4374','Middlebrook','Rd','#4374','Orlando']",2,2,1093,Condominium,225000
"['2801','E','Central','Blvd','Orlando']",6,4,2172,MultiFamily,599900
"['3620','Pelican','Ln','Orlando']",3,3,3211,Residential,819999
"['621','Morocco','Ave','Orlando']",4,2,1609,Residential,379000
"['3463','Fekany','Pl','Orlando']",4,2,1289,Residential,275000
"['938','S','Bumby','Ave','Orlando']",4,3,1841,Residential,450000
"['9803','Sweetleaf','St','Orlando']",4,3,2628,Residential,750000
"['8653','Tavistock','Lakes','Blvd','Orlando']",2,3,1517,Townhouse,430000
"['2610','Elizabeth','Ave','Orlando']",3,2,1509,Residential,445000
"['7061','Lake','Carlisle','Blvd','Orlando']",4,3,2657,Residential,600000
"['3017','Vine','St','Orlando']",3,2,1412,Residential,425000
"['3825','Lake','Warren','Dr','Orlando']",5,3,2360,Residential,499900
"['1017','S','Hiawassee','Rd','#3733','Orlando']",1,1,673,Condominium,169900
"['4601','Lighthouse','Cir','#109','Orlando']",2,2,997,Condominium,155000
"['2532','Grand','Central','Pkwy','#8','Orlando']",2,3,1250,Condominium,265500
"['3171','Oak','Bluff','Dr','Orlando']",3,2,1571,Residential,360000
"['512','E','Amelia','St','Orlando']",4,3,2535,Residential,699900
"['1059','S','Hiawassee','Rd','#1824','Orlando']",2,2,836,Condominium,249999
"['3368','Robert','Trent','Jones','Dr','#40808','Orlando']",3,2,2129,Condominium,380000
"['361','Brassie','Dr','Orlando']",3,2,2072,Residential,635000
"['2005','Winslow','Dr','Orlando']",3,2,1252,Residential,359000
"['14172','Moniz','Ave','Orlando']",5,5,3314,Residential,1200000
"['14350','Orchid','Island','Dr','Orlando']",4,3,1858,Residential,523900
"['1316','Deerock','Dr','Orlando']",3,1,1045,Residential,249999
"['1808','Edmundshire','Rd','Orlando']",3,2,2285,Residential,425000
"['502','El','Vedado','Ave','Orlando']",3,2,1503,Residential,390000
"['3236','S','Semoran','Blvd','#24','Orlando']",1,1,629,Condominium,149900
"['9030','Verona','Sound','Way','Orlando']",4,3,2541,Residential,475000
"['2426','Tack','Room','Ln','#8','Orlando']",2,2,1299,Condominium,280000
"['4939','Southlawn','Ave','Orlando']",4,3,2935,Residential,625000
"['4917','Maple','Park','St','Orlando']",5,3,2490,Residential,620000
"['2564','Robert','Trent','Jones','Dr','#1325','Orlando']",1,1,674,Condominium,175000
"['3799','Atrium','Dr','#L2','Orlando']",2,2,820,Condominium,188500
"['4582','Summergrove','Ave','Orlando']",2,2,950,Townhouse,310000
"['3215','Helen','Ave','Orlando']",3,2,2045,Residential,629000
"['5430','Timberchase','Ct','Orlando']",4,2,1162,Residential,300000
"['4714','Kirkland','Blvd','Orlando']",4,2,1248,Residential,260000
"['3314','Robert','Trent','Jones','Dr','#10401','Orlando']",3,2,1391,Condominium,265000
"['5235','Florida','Holly','Dr','Orlando']",3,2,1107,Residential,299999
"['4401','Georgetown','Dr','Orlando']",4,3,1222,Residential,350000
"['1023','W','Gore','St','W','Orlando']",4,3,2578,Residential,350000
"['6413','Astor','Village','Ave','#109','Orlando']",1,1,816,Condominium,179000
"['3277','Westridge','Blvd','#203','Orlando']",2,2,934,Condominium,230000
"['1347','Chatfield','Pl','Orlando']",2,3,2337,Townhouse,628000
"['4846','S','Semoran','Blvd','#1302','Orlando']",1,1,529,Condominium,133500
"['918','S','Oxalis','Ave','Orlando']",3,2,1407,Residential,375000
"['735','Humber','Ln','Orlando']",3,2,1468,Residential,364900
"['4555','Watch','Hill','Rd','Orlando']",3,2,1020,Residential,275000
"['2908','C','Oak','Park','Way','#5','Orlando']",3,3,1581,Condominium,369500
"['4720','S','Hampton','Dr','Orlando']",3,3,2000,Residential,429000
"['1236','Lake','Baldwin','Ln','Orlando']",3,4,2236,Townhouse,730000
"['513','S','Osceola','Ave','Orlando']",4,3,2627,Residential,850000
"['2421','E','Marks','St','Orlando']",3,1,1143,Residential,385000
"['5713','Lake','Champlain','Dr','Orlando']",5,3,3026,Residential,555000
"['9844','Cypress','Pine','St','Orlando']",4,2,2439,Residential,700000
"['1015','N','Hampton','Ave','Orlando']",3,2,1979,Residential,671000
"['3338','Robert','Trent','Jones','Dr','#40304','Orlando']",3,2,1247,Condominium,265000
"['13615','Ritta','Island','Dr','Orlando']",5,5,3333,Residential,1100000
"['317','E','Jersey','St','Orlando']",3,2,1561,Residential,424900
"['1817','Westpointe','Cir','Orlando']",3,3,2012,Residential,510000
"['6206','Castelven','Dr','#106','Orlando']",2,3,1546,Condominium,310000
"['2210','Mcmahon','Ct','#1034','Orlando']",3,3,1787,Condominium,314950
"['10025','Savannah','Bluff','Ln','Orlando']",4,2,1972,Residential,465000
"['50','Pearson','Orlando']",3,3,2411,Residential,753499
"['46','Pearson','Ave','Orlando']",4,4,2247,Residential,713336
"['126','N','Peebles','St','Orlando']",5,5,3909,Residential,913425
"['128','Plane','Tree','St','Orlando']",4,4,4226,Residential,841659
"['108','Allium','Pl','Orlando']",4,4,2688,Residential,691284
"['640','Grand','St','Orlando']",2,1,722,Residential,180000
"['2314','Midtown','Ter','#1136','Orlando']",1,1,770,Condominium,169900
"['100','S','Eola','Dr','#1012','Orlando']",1,2,1400,Condominium,419000
"['530','E','Central','Blvd','#1901','Orlando']",2,2,2495,Condominium,899000
"['2513','E','Central','Blvd','#A','Orlando']",3,3,1700,Townhouse,479000
"['4111','S','Semoran','Blvd','#7','Orlando']",2,1,1208,Condominium,169999
"['5811','Windhover','Dr','#3-E06-2','Orlando']",3,2,1146,Condominium,235000
"['6258','Castelven','Dr','#104','Orlando']",3,3,1682,Townhouse,319000
"['7443','Chelsea','Harbour','Dr','Orlando']",5,4,3417,Residential,550000
"['1415','Christy','Ave','Orlando']",5,4,3447,Residential,1144626
"['26','W','Steele','St','Orlando']",5,5,3420,Residential,1395000
"['4806','Normandy','Pl','#E-203','Orlando']",2,2,1080,Condominium,209900
"['3150','Heathgate','Ct','Orlando']",4,2,2078,Residential,451200
"['1102','Fox','Hedge','Ln,Saint','Cloud']",4,4,2688,Residential,553000
"['150','E','Robinson','St','#29B-4','(2907)','Orlando']",2,2,1248,Condominium,565000
"['2','Mowry','Ct','Orlando']",5,5,4100,Residential,874935
"['5149','Jetsail','Dr','Orlando']",3,3,2559,Residential,495500
"['219','Page','St','Orlando']",3,2,1103,Residential,549000
"['201','Page','St','Orlando']",2,1,848,Residential,432000
"['215','Page','St','Orlando']",3,2,1376,Residential,512000
"['2204','Vivada','St','Orlando']",4,3,2963,Residential,990000
"['5399','Aeolus','Way','Orlando']",3,2,1459,Residential,220000
"['7521','Laureate','Blvd','#5105','Orlando']",2,2,1486,Condominium,434900
"['22','Mowry','St','Orlando']",4,4,3506,Residential,893341
"['1208','Latta','Ln','Orlando']",4,3,2963,Residential,969146
"['133','Blueleaf','St','Orlando']",4,4,3100,Residential,783321
"['13139','Mcmillian','Dr','Orlando']",4,3,2883,Residential,781196
"['9923','Pearson','Orlando']",4,4,2328,Residential,805150
"['4316','S','Kirkman','Rd','#1616','Orlando']",3,2,1245,Condominium,208000
"['2154','Whitney','Marsh','Aly','Orlando']",4,4,1815,Townhouse,639995
"['13127','Mcmillian','Dr','Orlando']",5,4,3060,Residential,826529
"['10489','Cromwell','Grove','Ter','Orlando']",4,6,4764,Residential,3600000
"['2253','Velentine','Aly','Orlando']",4,4,2085,Townhouse,788095
"['2158','Whitney','Marsh','Aly','Orlando']",3,4,2085,Townhouse,709995
"['11657','Savona','Way','Orlando']",5,6,5479,Residential,1299900
"['7521','Laureate','Blvd','#5401','Orlando']",2,2,1368,Condominium,399900
"['7521','Laureate','Blvd','#5202','Orlando']",3,2,1805,Condominium,469900
"['7521','Laureate','Blvd','#5206','Orlando']",2,2,1549,Condominium,464900
"['7521','Laureate','Blvd','#5104','Orlando']",2,2,1486,Condominium,406900
"['4243','Kirkland','Blvd','Orlando']",3,1,1020,Residential,204900
"['18867','Planetree','St','Orlando']",4,4,2688,Residential,845852
"['18883','Planetree','St','Orlando']",4,4,3100,Residential,973715
"['5440','Wood','Crossing','St','Orlando']",3,2,1016,Residential,190000
"['6097','Froggatt','St','Orlando']",4,2,1959,Residential,420000
"['715','Briercliff','Dr','Orlando']",2,2,1515,Residential,425000
"['21','N','Hampton','Ave','Orlando']",4,2.1,1882,Residential-Detached,620000
"['13','N','Hampton','Ave','Orlando']",4,2.1,1882,Residential-Detached,620000
"['181','Rawson','St','Orlando']",4,3,2687,Residential,733555
"['5384','Elm','Ct','#357','Orlando']",2,3,1285,Condominium,209900
"['1071','S','Hiawassee','Rd','#1221','Orlando']",2,2,934,Condominium,162000
"['375','Niblick','Way','Orlando']",4,3,2963,Residential,943500
"['127','W','Harvard','St','Orlando']",5,3,2327,Residential,851518
"['821','Dartmouth','St','Orlando']",5,3,2327,Residential,966000
"['9136','Camden','Gardens','St','Orlando']",2,3,1174,Townhouse,325000
"['1017','Columbia','St','Orlando']",3,2,1183,Residential,185000
"['9797','Tiramasu','Trl','Orlando']",3,3,1698,Residential,349900
"['513','W','Princeton','St','Orlando']",3,3,1592,Attached-Home,584900
"['513','W','Princeton-a','St','Orlando']",3,3,1710,Attached-Home,84900
"['2050','Packing','District','Way','Orlando']",2,3,2085,Townhouse,639995
"['21','N','Hampton','#LOT','2','Orlando']",4,3,1882,Residential,620000
"['13','N','Hampton','#LOT','3','Orlando']",4,3,1882,Residential,620000
"['0','Mcmillian','Dr','Orlando']",5,4,3060,Residential,779294
"['2066','Packing','District','Way','Orlando']",3,4,2085,Townhouse,651995
"['1831','Riley','Ave','Orlando']",2,1,720,Residential,150000
"['62','W','Jersey','St','#15','Orlando']",3,4,2100,Townhouse,530000
"['3053','Graceland','Ct','Orlando']",2,1,915,Duplex,249900
"['1213','E','Muriel','St','Orlando']",3,3,1690,Townhouse,444900
"['14823','Golden','Sunburst','Ave','Orlando']",4,4,3114,Residential,550000
"['1203','Hendren','Dr','Orlando']",3,2,1350,Duplex,199000
"['5059','Ernst','Ct','#12','Orlando']",2,2,1230,Townhouse,225000
"['1211','E','Muriel','St','Orlando']",3,3,1680,Townhouse,425000
"['8540','Vedder','Ln','Orlando']",3,3,1883,Townhouse,369000
"['11826','Aurelio','Ln','Orlando']",4,4,3000,Residential,685000
"['1039','Lenmore','Ct','Orlando']",3,3,2109,Residential,485000
"['1215','E','Muriel','St','Orlando']",3,3,1680,Townhouse,424900
"['9430','Becker','Ct','Orlando']",5,5,4002,Residential,1225000
"['13084','Upper','Harden','Ave','Orlando']",5,5,3467,Residential,890589
"['10667','Billings','St','Orlando']",4,3,2120,Residential,495000
"['5253','Middle','Ct','#136','Orlando']",2,3,1285,Condominium,180000
"['7698','Belvoir','Dr','Orlando']",6,3,3890,Residential,745000
"['6159','Metrowest','Blvd','#105','Orlando']",2,2,1124,Condominium,250000
"['5118','City','St','#527','Orlando']",1,1,724,Condominium,169000
"['23','E','Vanderbilt','St','Orlando']",3,2,1577,Residential,479000
"['617','S','Hyer','Ave','Orlando']",4,2,2100,Residential,629900
"['446','Briercliff','Dr','Orlando']",2,2,1172,Residential,479000
"['150','St','#290','Orlando']",4,3,3172,Condominium,1799000
"['1030','E','Marks','St','Orlando']",3,4,1880,Townhouse,635000
"['6424','Raleigh','St','#3104','Orlando']",1,1,794,Condominium,185000
"['3314','Robert','Trent','Jones','Dr','#20401','Orlando']",2,2,1447,Condominium,265000
"['14475','Sapelo','Beach','Dr','Orlando']",4,3,1861,Townhouse,535000
"['3338','Robert','Trent','Jones','Dr','#10904','Orlando']",3,2,1391,Condominium,265000
"['4758','Wyresdale','St','Orlando']",5,3,2813,Residential,380000
"['6312','Buford','St','#409','Orlando']",3,2,2010,Condominium,450000
"['3717','Atrium','Dr','#L-3','Orlando']",2,2,820,Condominium,205000
"['3603','Atrium','Dr','#L-2','Orlando']",2,2,820,Condominium,199990
"['6528','S','Goldenrod','Rd','#B','Orlando']",3,3,1544,Condominium,400000
"['5141','Walnut','Ridge','Dr','Orlando']",3,2,1578,Residential,400000
"['611','Raleigh','St','Orlando']",4,2,1148,Residential,259900
"['4149','E','Michigan','St','#4149','Orlando']",1,1,548,Condominium,141500
"['3375','Brookwater','Cir','Orlando']",4,2,1933,Residential,495000
"['1127','Morris','Ave','Orlando']",3,1,1198,Residential,395000
"['5499','Lighthouse','Rd','Orlando']",3,2,1576,Residential,335000
"['9753','Fenrose','Ter','Orlando']",3,3,1392,Townhouse,395000
"[9928','Rodbell','St','Orlando']",3,3,1788,Residential,750068
"['5566','Metrowest','Blvd','#301','Orlando']",3,2,1362,Condominium,250000
"['6466','Cava','Alta','Dr','#209','Orlando']",3,2,1447,Condominium,305000
"['9977','Oak','Crest','Rd','Orlando']",4,3,2656,Residential,565000
"['6360','Pecos','Ct','Orlando']",3,1,897,Residential,219900
"['1125','W','Yale','St','Orlando']",5,5,3252,Residential,1389000
"['14057','Kauai','Dr','Orlando']",3,2.5,2216,Residential,659900
"['2518','Porterview','Way','Orlando']",4,4,2854,Residential,599500
"['12587','Bovet','Ave','Orlando']",5,5,4155,Residential,1549900
"['5198','Adair','Oak','Dr','Orlando']",5,3,3292,Residential,589000
"['2501','Hargill','Dr','Orlando']",3,2,1246,Residential,434848
"['10262','Chiltern','Garden','Dr','Orlando']",3,4,2486,Residential,1650000
"['1312','Corbett','Ln','Orlando']",3,2,1869,Residential,550000
"['2127','Fiesta','Ct','Orlando']",3,2,1474,Residential,425000
"['3646','Southpointe','Dr','#1','Orlando']",1,1,675,Condominium,155000
"['7517','Laureate','Blvd','#4202','Orlando']",3,2,1805,Condominium,470000
"['524','E','Kaley','St','Orlando']",4,4,2742,Residential,850000
"['7557','Laureate','Blvd','#6201','Orlando']",2,2,1368,Condominium,394900
"['1624','Tulane','St','Orlando']",3,2,1252,Residential,499900
"['129','W','Grant','St','Orlando']",3,4,1969,Townhouse,599999
"['6157','Metrowest','Blvd','#204','Orlando']",2,2,1079,Condominium,230000
"['7016','Brescia','Way','Orlando']",5,3,3151,Residential,695000
"['9886','Brodbeck','Blvd','Orlando']",4,3,1860,Residential,429000
"['2019','Dixie','Belle','Dr','#2019X','Orlando']",4,2,1192,Condominium,225000
"['12959','Gabor','Ave','Orlando']",3,4,2241,Townhouse,669000
"['12203','Regal','Lily','Ln','Orlando']",4,3,4038,Residential,979875
"['1617','Florinda','Dr','Orlando']",5,3,1500,Residential,395000
"['5164','Saint','Charles','Ln','#63','Orlando']",3,2,1198,Condominium,219000
"['7280','Westpointe','Blvd','#822','Orlando']",1,1,842,Condominium,179900
"['5317','Curry','Ford','Rd','#205','Orlando']",2,2,1040,Condominium,150000
"['9224','Sweet','Maple','Ave','Orlando']",3,3,1519,Townhouse,350000
"['12028','Talitha','Ln','Orlando']",4,3,1820,Townhouse,455000
"['814','N','Westmoreland','Dr','#C','Orlando']",4,3,1883,Condominium,495000
"['2071','Dixie','Belle','Dr','#2071R','Orlando']",3,2,1192,Condominium,225000
"['155','S','Court','Ave','#2412','Orlando']",1,1,862,Condominium,298000
"['111','Mcquigg','Ave','Orlando']",2,1,998,MultiFamily,250000
"['11897','Zelkova','Ln','Orlando']",3,2,2000,Residential,715000
"['1215','Gunnison','Ave','Orlando']",3,2,1200,Residential,425000
"['10156','Hartford','Maroon','Rd','Orlando']",4,3,1528,Townhouse,447000
"['1422','Maury','Rd','Orlando']",3,2,1655,Residential,495000
"['3338','Robert','Trent','Jones','Dr','#401','Orlando']",3,2,1247,Condominium,265000
"['5124','Conroy','Rd','#627','Orlando']",2,2,988,Condominium,189000
"['5728','Vista','Linda','Dr','Orlando']",3,2,1506,Residential,390000
"['4145','Player','Cir','#517','Orlando']",2,2,1024,Condominium,155000
"['910','Alameda','St','Orlando']",4,4,3082,Residential,1091000
"['1848','Patterson','Ave','Orlando']",3,1,1020,Residential,250000
"['204','E','South','St','#2058','Orlando']",2,2,1115,Condominium,239000
"['2000','Gerda','Ter','Orlando']",5,3,3249,Residential,874900
"['4718','Southern','Willow','Ln','Orlando']",2,2,868,Residential,129900
"['4714','Southern','Willow','Ln','Orlando']",2,2,868,Residential,129900
"['3641','Borah','Ln','Orlando']",3,3,1533,Townhouse,335000
"['4710','Southern','Willow','Ln','Orlando']",2,2,868,Residential,129900
"['4751','Beacon','St','Orlando']",4,2,1624,Residential,334995
"['4708','Southern','Willow','Ln','Orlando']",2,2,868,Residential,129900
"['1250','Norwood','Pl','Orlando']",4,4,3046,Residential,850000
"['4704','Southern','Willow','Ln','Orlando']",2,2,868,Residential,129900
"['2800','W','Concord','St','Orlando']",3,1,864,Residential,257000
"['2924','Marathon','Ave','Orlando']",5,4,3000,Residential,549000
"['530','E','Central','Blvd','#301','Orlando']",1,1,971,Condominium,282500
"['732','Stetson','St','Orlando']",3,3,2343,Residential,799000
"['604','W','Washington','St','Orlando']",3,3,1680,Townhouse,289900
"['3789','Atrium','Dr','#U-4','Orlando']",2,2,820,Condominium,205000
"['8620','Northlake','Pkwy','Orlando']",6,4,3487,Residential,875000
"['1750','Lockwood','Ave','Orlando']",5,3,2803,Residential,634000
"['2830','S','Brown','Ave','Orlando']",4,3,2146,Residential,584000
"['10263','Highline','Crest','St','#LOT','74','Orlando']",3,3,1602,Townhouse,420000
"['6039','Arbor','Watch','Loop','Orlando']",4,3,1858,MultiFamily,429630
"['13256','Granger','Ave','Orlando']",3,3,1966,Residential,655000
"['7826','Dausset','St','Orlando']",4,4,2988,Residential,1000000
"['4367','Thornbriar','Ln','#208','Orlando']",2,2,935,Condominium,194999
"['15','N','Hampton','Ave','Orlando']",4,2.1,1882,Residential-Detached,680000
"['4653','Carmel','St','Orlando']",3,2,1190,Residential,305000
"['5550','E','Michigan','St','#2306','Orlando']",2,1,1130,Condominium,249900
"['155','S','Court','Ave','#1112','Orlando']",1,1,862,Condominium,286000
"['4689','King','Cole','Blvd','Orlando']",3,2,1085,Residential,290000
"['2851','Polvadero','Ln','#107','Orlando']",3,3,1682,Townhouse,369900
"['60','Waverly','Pl','Orlando']",4,3,3168,Residential,1297777
"['7521','Laureate','Blvd','#5307','Orlando']",3,2,1805,Condominium,489900
"['38','W','Steele','St','Orlando']",5,4,3164,Residential,1399000
"['1017','S','Hiawassee','Rd','#3736','Orlando']",1,1,673,Condominium,155000
"['3713','Conroy','Rd','#1913','Orlando']",1,1,850,Condominium,204000
"['2505','Norfolk','Rd','Orlando']",3,3,3485,Residential,1495000
